"Production et recettes brutes du lait, selon le type de marché, Québec (15 août 2018)";"";"";"";"";"";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"04-2002";"k$";"1022,1";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"05-2002";"k$";"734";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"06-2002";"k$";"697,1";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"07-2002";"k$";"672,5";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"08-2002";"k$";"668,4";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"09-2002";"k$";"656,1";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"10-2002";"k$";"684";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"11-2002";"k$";"677,7";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"12-2002";"k$";"725,6";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"01-2003";"k$";"1008,2";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"02-2003";"k$";"890,6";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"03-2003";"k$";"1014,4";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"04-2003";"k$";"989,7";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"05-2003";"k$";"1037";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"06-2003";"k$";"996,4";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"07-2003";"k$";"985,2";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"08-2003";"k$";"952,4";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"09-2003";"k$";"932,9";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"10-2003";"k$";"969,1";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"11-2003";"k$";"949,8";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"12-2003";"k$";"1003,3";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"01-2004";"k$";"1019,4";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"02-2004";"k$";"965,4";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"03-2004";"k$";"1042,8";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"04-2004";"k$";"1012,9";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"05-2004";"k$";"1044,4";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"06-2004";"k$";"1001,7";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"07-2004";"k$";"990,7";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"08-2004";"k$";"972,3";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"09-2004";"k$";"940,8";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"10-2004";"k$";"973,9";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"11-2004";"k$";"949";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"12-2004";"k$";"995,8";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"01-2005";"k$";"1017";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"02-2005";"k$";"928";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"03-2005";"k$";"1027";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"04-2005";"k$";"992,9";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"05-2005";"k$";"1129,4";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"06-2005";"k$";"1084,2";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"07-2005";"k$";"1068,8";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"08-2005";"k$";"1070,1";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"09-2005";"k$";"1028,8";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"10-2005";"k$";"1063,2";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"11-2005";"k$";"1037";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"12-2005";"k$";"1093,8";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"01-2006";"k$";"1119,5";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"02-2006";"k$";"1019,6";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"03-2006";"k$";"1125,9";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"04-2006";"k$";"1079,8";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"05-2006";"k$";"1099,9";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"06-2006";"k$";"1041,7";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"07-2006";"k$";"1034,4";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"08-2006";"k$";"1044";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"09-2006";"k$";"1022,5";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"10-2006";"k$";"1053,7";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"11-2006";"k$";"1025,1";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"12-2006";"k$";"1067,2";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"01-2007";"k$";"1077,8";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"02-2007";"k$";"974,4";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"03-2007";"k$";"1080,2";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"04-2007";"k$";"1071,9";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"05-2007";"k$";"1122";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"06-2007";"k$";"1092,2";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"07-2007";"k$";"1103,9";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"08-2007";"k$";"1090,3";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"09-2007";"k$";"1055,9";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"10-2007";"k$";"1084,4";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"11-2007";"k$";"1055,8";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"12-2007";"k$";"1097,8";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"01-2008";"k$";"1106,9";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"02-2008";"k$";"1038,8";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"03-2008";"k$";"1108,1";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"04-2008";"k$";"1074,6";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"05-2008";"k$";"1109,8";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"06-2008";"k$";"1056,3";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"07-2008";"k$";"1047,6";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"08-2008";"k$";"1032,4";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"09-2008";"k$";"1006,3";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"10-2008";"k$";"1041,1";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"11-2008";"k$";"1021,6";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"12-2008";"k$";"1074,1";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"01-2009";"k$";"1090,9";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"02-2009";"k$";"987,6";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"03-2009";"k$";"1098,5";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"04-2009";"k$";"1069,7";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"05-2009";"k$";"1109,7";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"06-2009";"k$";"1075,7";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"07-2009";"k$";"1087,2";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"08-2009";"k$";"1072,9";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"09-2009";"k$";"1057,3";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"10-2009";"k$";"1088,3";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"11-2009";"k$";"1063,4";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"12-2009";"k$";"1104,2";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"01-2010";"k$";"1116,2";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"02-2010";"k$";"1013,3";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"03-2010";"k$";"1126,3";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"04-2010";"k$";"1097";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"05-2010";"k$";"1133,6";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"06-2010";"k$";"1085,2";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"07-2010";"k$";"1073,8";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"08-2010";"k$";"1097,8";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"09-2010";"k$";"1056,6";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"10-2010";"k$";"1096";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"11-2010";"k$";"1072,3";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"12-2010";"k$";"1113,3";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"01-2011";"k$";"1126,1";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"02-2011";"k$";"1026,4";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"03-2011";"k$";"1139,8";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"04-2011";"k$";"1103,1";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"05-2011";"k$";"1141";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"06-2011";"k$";"1097,1";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"07-2011";"k$";"1102,7";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"08-2011";"k$";"1099,5";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"09-2011";"k$";"1064";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"10-2011";"k$";"1093,6";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"11-2011";"k$";"1073,1";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"12-2011";"k$";"1132,5";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"01-2012";"k$";"1155,3";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"02-2012";"k$";"1084,4";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"03-2012";"k$";"1161,6";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"04-2012";"k$";"1124,8";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"05-2012";"k$";"1153,9";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"06-2012";"k$";"1102";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"07-2012";"k$";"1117";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"08-2012";"k$";"1115,5";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"09-2012";"k$";"1094,9";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"10-2012";"k$";"1140,3";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"11-2012";"k$";"1123";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"12-2012";"k$";"1171,6";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"01-2013";"k$";"1174,7";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"02-2013";"k$";"1063,4";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"03-2013";"k$";"1175,8";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"04-2013";"k$";"1127,6";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"05-2013";"k$";"1208,4";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"06-2013";"k$";"1146,2";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"07-2013";"k$";"1151,3";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"08-2013";"k$";"1170,6";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"09-2013";"k$";"1141,7";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"10-2013";"k$";"1182,2";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"11-2013";"k$";"1148,1";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"12-2013";"k$";"1179,2";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"01-2014";"k$";"1187,5";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"02-2014";"k$";"1073,6";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"03-2014";"k$";"1188,8";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"04-2014";"k$";"1150,7";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"05-2014";"k$";"1184,9";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"06-2014";"k$";"1138,5";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"07-2014";"k$";"1164,7";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"08-2014";"k$";"1179,2";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"09-2014";"k$";"1150,7";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"10-2014";"k$";"1186,8";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"11-2014";"k$";"1155,8";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"12-2014";"k$";"1200,4";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"01-2015";"k$";"1207";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"02-2015";"k$";"1097,8";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"03-2015";"k$";"1233";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"04-2015";"k$";"1205,8";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"05-2015";"k$";"1257,2";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"06-2015";"k$";"1214,3";""
"Frais de mise en marché du lait ";"Administration du plan conjoint";"Québec";"07-2015";"k$";"1232,8";""
