"Production et recettes brutes du lait, selon le type de marché, Québec (15 août 2018)";"";"";"";"";"";"";"";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"06-2007";"$/kg";"1,5967";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"07-2007";"$/kg";"1,5346";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"08-2007";"$/kg";"1,6065";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"09-2007";"$/kg";"1,7482";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"10-2007";"$/kg";"1,715";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"11-2007";"$/kg";"1,7325";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"12-2007";"$/kg";"1,6694";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"01-2008";"$/kg";"1,5652";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"02-2008";"$/kg";"1,6206";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"03-2008";"$/kg";"1,5426";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"04-2008";"$/kg";"1,6742";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"05-2008";"$/kg";"1,62";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"06-2008";"$/kg";"1,6387";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"07-2008";"$/kg";"1,5689";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"08-2008";"$/kg";"1,6914";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"09-2008";"$/kg";"1,7546";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"10-2008";"$/kg";"1,7058";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"11-2008";"$/kg";"1,7304";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"12-2008";"$/kg";"1,6654";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"01-2009";"$/kg";"1,6658";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"02-2009";"$/kg";"1,636";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"03-2009";"$/kg";"1,6902";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"04-2009";"$/kg";"1,6817";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"05-2009";"$/kg";"1,6215";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"06-2009";"$/kg";"1,6772";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"07-2009";"$/kg";"1,6059";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"08-2009";"$/kg";"1,6534";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"09-2009";"$/kg";"1,6475";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"10-2009";"$/kg";"1,6125";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"11-2009";"$/kg";"1,6814";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"12-2009";"$/kg";"1,7665";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"01-2010";"$/kg";"1,6346";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"02-2010";"$/kg";"1,7214";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"03-2010";"$/kg";"1,6295";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"04-2010";"$/kg";"1,7151";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"05-2010";"$/kg";"1,6437";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"06-2010";"$/kg";"1,6143";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"07-2010";"$/kg";"1,6908";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"08-2010";"$/kg";"1,5842";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"09-2010";"$/kg";"1,6529";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"10-2010";"$/kg";"1,7661";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"11-2010";"$/kg";"1,6904";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"12-2010";"$/kg";"1,7399";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"01-2011";"$/kg";"1,6376";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"02-2011";"$/kg";"1,7908";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"03-2011";"$/kg";"1,7597";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"04-2011";"$/kg";"1,6978";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"05-2011";"$/kg";"1,7113";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"06-2011";"$/kg";"1,7246";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"07-2011";"$/kg";"1,6084";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"08-2011";"$/kg";"1,6669";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"09-2011";"$/kg";"1,8111";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"10-2011";"$/kg";"1,7773";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"11-2011";"$/kg";"1,8533";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"12-2011";"$/kg";"1,77";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"01-2012";"$/kg";"1,7451";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"02-2012";"$/kg";"1,7923";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"03-2012";"$/kg";"1,6793";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"04-2012";"$/kg";"1,5203";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"05-2012";"$/kg";"1,7286";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"06-2012";"$/kg";"1,6627";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"07-2012";"$/kg";"1,649";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"08-2012";"$/kg";"1,6589";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"09-2012";"$/kg";"1,7403";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"10-2012";"$/kg";"1,6936";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"11-2012";"$/kg";"1,7608";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"12-2012";"$/kg";"1,7932";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"01-2013";"$/kg";"1,6514";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"02-2013";"$/kg";"1,7903";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"03-2013";"$/kg";"1,6868";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"04-2013";"$/kg";"1,6219";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"05-2013";"$/kg";"1,7241";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"06-2013";"$/kg";"1,7505";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"07-2013";"$/kg";"1,7271";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"08-2013";"$/kg";"1,7953";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"09-2013";"$/kg";"1,713";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"10-2013";"$/kg";"1,8531";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"11-2013";"$/kg";"1,8884";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"12-2013";"$/kg";"1,8355";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"01-2014";"$/kg";"1,8241";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"02-2014";"$/kg";"1,8662";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"03-2014";"$/kg";"1,8791";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"04-2014";"$/kg";"1,9032";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"05-2014";"$/kg";"1,8626";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"06-2014";"$/kg";"1,8732";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"07-2014";"$/kg";"1,8115";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"08-2014";"$/kg";"1,8053";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"09-2014";"$/kg";"1,6731";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"10-2014";"$/kg";"1,7966";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"11-2014";"$/kg";"1,8411";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"12-2014";"$/kg";"1,8139";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"01-2015";"$/kg";"1,6888";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"02-2015";"$/kg";"1,7365";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"03-2015";"$/kg";"1,8127";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"04-2015";"$/kg";"1,655";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"05-2015";"$/kg";"1,62";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"06-2015";"$/kg";"1,6189";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"07-2015";"$/kg";"1,5287";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"08-2015";"$/kg";"1,5563";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"09-2015";"$/kg";"1,6644";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"10-2015";"$/kg";"1,703";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"11-2015";"$/kg";"1,7315";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"12-2015";"$/kg";"1,6427";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"01-2016";"$/kg";"1,5288";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"02-2016";"$/kg";"1,4919";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"03-2016";"$/kg";"1,5559";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"04-2016";"$/kg";"1,5153";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"05-2016";"$/kg";"1,5858";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"06-2016";"$/kg";"1,5913";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"07-2016";"$/kg";"1,4053";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"08-2016";"$/kg";"1,6073";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"09-2016";"$/kg";"1,5531";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"10-2016";"$/kg";"1,6058";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Québec";"11-2016";"$/kg";"1,6547";""
