"Production et recettes brutes du lait, selon le type de marché, Québec (15 août 2018)";"";"";"";"";"";"";"";"";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"11-2009";"k$";"175694";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"12-2009";"k$";"190209,8";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"01-2010";"k$";"185201,7";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"02-2010";"k$";"174144,6";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"03-2010";"k$";"182948,8";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"04-2010";"k$";"187742,3";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"05-2010";"k$";"189116,9";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"06-2010";"k$";"178736";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"07-2010";"k$";"182202,5";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"08-2010";"k$";"178302,6";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"09-2010";"k$";"176492,6";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"10-2010";"k$";"190478,9";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"11-2010";"k$";"180394,1";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"12-2010";"k$";"192290,6";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"01-2011";"k$";"187409,5";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"02-2011";"k$";"181508";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"03-2011";"k$";"199750,9";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"04-2011";"k$";"188652,9";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"05-2011";"k$";"195785,6";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"06-2011";"k$";"189298,6";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"07-2011";"k$";"183101,3";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"08-2011";"k$";"187502,7";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"09-2011";"k$";"188985,7";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"10-2011";"k$";"192617,8";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"11-2011";"k$";"194495,8";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"12-2011";"k$";"198572,4";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"01-2012";"k$";"201848,9";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"02-2012";"k$";"193771,6";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"03-2012";"k$";"197809,1";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"04-2012";"k$";"178929,6";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"05-2012";"k$";"199675,4";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"06-2012";"k$";"186440,7";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"07-2012";"k$";"187903,6";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"08-2012";"k$";"188757,6";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"09-2012";"k$";"189295,8";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"10-2012";"k$";"192846,4";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"11-2012";"k$";"196152,8";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"12-2012";"k$";"207346,6";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"01-2013";"k$";"197346,5";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"02-2013";"k$";"190189,4";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"03-2013";"k$";"200116,3";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"04-2013";"k$";"187057,4";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"05-2013";"k$";"199310,2";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"06-2013";"k$";"192046,6";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"07-2013";"k$";"194427,8";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"08-2013";"k$";"197755,1";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"09-2013";"k$";"185342,7";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"10-2013";"k$";"202100,2";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"11-2013";"k$";"198463,2";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"12-2013";"k$";"200457,5";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"01-2014";"k$";"198971,3";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"02-2014";"k$";"184813";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"03-2014";"k$";"207979,1";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"04-2014";"k$";"202483,1";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"05-2014";"k$";"205670,3";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"06-2014";"k$";"199930,1";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"07-2014";"k$";"200079,7";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"08-2014";"k$";"201774,8";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"09-2014";"k$";"187696";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"10-2014";"k$";"204850,6";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"11-2014";"k$";"202935,2";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"12-2014";"k$";"205804,6";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"01-2015";"k$";"198288,2";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"02-2015";"k$";"182409,7";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"03-2015";"k$";"208832,4";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"04-2015";"k$";"194774,6";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"05-2015";"k$";"200889,9";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"06-2015";"k$";"193126,9";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"07-2015";"k$";"187906,6";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"08-2015";"k$";"190012,7";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"09-2015";"k$";"188645,6";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"10-2015";"k$";"201362,9";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"11-2015";"k$";"199832,4";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"12-2015";"k$";"202187,9";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"01-2016";"k$";"197811,1";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"02-2016";"k$";"188361,5";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"03-2016";"k$";"206585,6";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"04-2016";"k$";"199977,9";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"05-2016";"k$";"207413,5";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"06-2016";"k$";"197720,1";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"07-2016";"k$";"188845,7";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"08-2016";"k$";"203471,9";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"09-2016";"k$";"197792";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"10-2016";"k$";"209723,7";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"11-2016";"k$";"209173,8";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"12-2016";"k$";"222152,2";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"01-2017";"k$";"211979,7";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"02-2017";"k$";"198228,2";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"03-2017";"k$";"220044,8";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"04-2017";"k$";"204106";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"05-2017";"k$";"217023,3";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"06-2017";"k$";"209804";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"07-2017";"k$";"209666,3";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"08-2017";"k$";"218949,9";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"09-2017";"k$";"207394,2";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"10-2017";"k$";"218388,3";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"11-2017";"k$";"212508,3";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"12-2017";"k$";"218369,8";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"01-2018";"k$";"219283,8";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"02-2018";"k$";"201428";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"03-2018";"k$";"220196";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"04-2018";"k$";"204676,7";""
